title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,author_mean_rates,year,month,day,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult,title_word_count,authors_name_count
Police Brutality: An Anthology,Jill Nelson/Robin D.G. Kelley/Richard Austin/Flores Alexander Forbes/Ron Daniels/Frank Moss/Derrick A. Bell/Claude Andrew Clegg III/Katheryn K. Russell/Patricia J. Williams/Stanley Crouch/Ishmael Reed/Arthur Doye,3.8,320,47,6,2001-05-17,4.025013887719888,2001.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,13
Reluctant Burglar (To Catch a Thief #1),Jill Elizabeth Nelson,3.67,345,177,27,2006-08-15,4.0,2006.0,8.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7,1
Q: The Autobiography of Quincy Jones,Quincy Jones,4.09,432,639,51,2002-10-08,4.12,2002.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
Lady on the Hill: How Biltmore Estate Became an American Icon,Howard E. Covington Jr.,3.91,331,414,60,2006-03-01,3.89,2006.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11,1
Hit Men: Power Brokers and Fast Money Inside the Music Business,Fredric Dannen/Erroll McDonald,3.94,432,689,44,1991-07-02,3.7830257045524927,1991.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11,2
Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,404,16006,1049,2012-07-10,3.84,2012.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7,1
The Last Shogun: The Life of Tokugawa Yoshinobu,Ryōtarō Shiba/Juliet Winters Carpenter,3.76,256,296,29,2004-08-20,3.794255555555556,2004.0,8.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,2
Shōgun (Asian Saga  #1),James Clavell,4.39,1152,4902,299,1999-12-02,4.27,1999.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4,1
Whoreson,Donald Goines,4.32,320,1493,104,2000-01-01,4.29,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1
Crime Partners,Donald Goines,4.2,159,474,21,2000-11-01,4.29,2000.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
Jonah's Gourd Vine,Zora Neale Hurston,3.99,229,1679,82,1990-01-22,3.89,1990.0,1.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,4.25,336,756,45,1996-01-05,3.899440380544499,1996.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,4.1,408,103,9,1980-09-01,4.149766521867488,1980.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,2
The Tarot Cafe  #1,Sang-Sun Park,3.88,176,1829,85,2017-03-07,3.97,2017.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4,1
Photography's Other Histories,Christopher Pinney/Nicholas Peterson,3.83,296,24,2,2003-04-24,4.01895652173913,2003.0,4.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2
Case Closed: Lee Harvey Oswald and the Assassination of JFK,Gerald Posner,3.96,640,1194,107,2003-09-09,3.9100000000000006,2003.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10,1
Sex and Reason,Richard A. Posner,3.91,458,76,13,1992-01-01,3.69,1992.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
Law and Literature,Richard A. Posner,3.61,432,95,6,1998-03-15,3.69,1998.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
Orlando Furioso: Part Two,Ludovico Ariosto/Barbara Reynolds,4.23,800,133,14,1977-09-29,3.963758317235458,1977.0,9.0,29.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,2
Orlando Furioso,Ludovico Ariosto/Guido Waldman,4.02,656,2339,64,1999-01-28,3.980314465408804,1999.0,1.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2
A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.31,1024,2931,222,1998-03-01,4.13,1998.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7,1
Alas  Babylon,Pat Frank,4.08,323,33140,2614,2005-07-05,4.06,2005.0,7.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1
The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss,Arthur Agatston,3.45,310,553,18,2003-04-05,3.52,2003.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,1
On the Beach,Nevil Shute,3.94,296,28414,1744,2002-10-31,4.03,2002.0,10.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1
The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,T.H. White,3.96,137,109,22,1977-09-01,4.03,1977.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13,1
The Art of Happiness,Dalai Lama XIV/Howard C. Cutler,4.16,336,80161,2036,1998-10-26,4.168918619048385,1998.0,10.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2
The Art of Happiness at Work,Dalai Lama XIV/Howard C. Cutler,3.95,224,1615,95,2005-08-15,4.168918619048385,2005.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,2
Zen and the Art of Happiness,Chris Prentiss,4.05,145,2955,270,2006-06-28,4.01,2006.0,6.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg/Jon Kabat-Zinn,4.24,256,4373,144,2004-12-28,4.121715846834012,2004.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,2
Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock/Virginia Alcott Sadock,4.22,1500,246,9,2002-12-16,4.15,2002.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,2
How to Go to College Almost for Free  Updated,Ben R. Kaplan,3.45,400,111,11,2001-09-18,3.48,2001.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,1
Moll Flanders,Daniel Defoe/Mark Schorer/Georgina Sutton,3.52,339,35344,975,1993-10-05,3.64,1993.0,10.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,3
Moll Flanders,Daniel Defoe/Virginia Woolf,3.52,335,387,54,2002-06-11,4.088173871986169,2002.0,6.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2
The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer,James Fenimore Cooper/Blake Nevius,3.98,1051,130,12,1985-07-01,3.690875788919168,1985.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10,2
The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.7,410,75121,1797,1982-06-01,3.69,1982.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9,1
A River Runs Through It,Norman Maclean/Barry Moser,4.17,168,6495,388,1989-05-15,4.057561837455831,1989.0,5.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,4.39,608,67,12,1998-01-01,4.25,1998.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,1
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.06,368,40155,1550,2005-08-23,3.9500000000000006,2005.0,8.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14,1
El Borbah,Charles Burns,3.94,96,740,34,2006-01-17,3.85,2006.0,1.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1
Big Baby,Charles Burns,3.96,96,1368,58,2007-02-17,3.85,2007.0,2.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1
Black Hole,Charles Burns,3.84,368,38261,2037,2005-10-18,3.85,2005.0,10.0,18.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2,1
9-11,Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert,3.73,140,3070,172,2001-12-04,3.9485514198982297,2001.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,13
Secrets  Lies and Democracy,Noam Chomsky/David Barsamian,3.98,128,934,27,2002-07-01,4.014571009020348,2002.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2
Syntactic Structures,Noam Chomsky/David W. Lightfoot,3.84,135,609,31,2012-09-10,4.018981087366712,2012.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2
The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,Noam Chomsky/Greg Ruggiero,3.96,80,155,7,2002-07-09,4.007663842076867,2002.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17,2
The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,4.01,190,435,18,2002-07-01,4.016490481976509,2002.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3
The Curious Sofa,Edward Gorey,4.18,64,296,20,1997-09-15,4.16,1997.0,9.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,1
Ring (Ring  #1),Kōji Suzuki/Robert B. Rohmer/Glynne Walley,3.82,282,11396,742,2004-04-25,3.7772754544909097,2004.0,4.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3
Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,4.27,587,216,2,1999-07-30,4.081915004131744,1999.0,7.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5,6
Company,Max Barry,3.73,338,4938,404,2007-03-13,3.81,2007.0,3.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1
Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,4.25,315,19473,692,1998-09-08,4.18,1998.0,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12,1
Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,4.17,186,24732,726,2006-04-01,3.964697471356288,2006.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2
The Cat Who Played Post Office (Cat Who...  #6),Lilian Jackson Braun,3.97,224,6366,200,1996-05-09,3.850000000000001,1996.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1
Just Above My Head,James Baldwin,4.38,584,1485,159,2000-06-13,4.23,2000.0,6.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
Nobody Knows My Name,James Baldwin,4.35,242,2218,146,1992-12-01,4.23,1992.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
Tell Me How Long the Train's Been Gone,James Baldwin,4.26,496,2162,144,1998-02-17,4.23,1998.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8,1
If Beale Street Could Talk,James Baldwin,4.23,197,19731,2158,2006-10-10,4.23,2006.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5,1
Tell My Horse: Voodoo and Life in Haiti and Jamaica,Zora Neale Hurston,3.96,311,1450,105,1990-02-28,3.89,1990.0,2.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,1
Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,4.32,528,893,97,2004-02-03,4.26,2004.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
Going to Meet the Man,James Baldwin,4.35,249,4022,309,1995-04-25,4.23,1995.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1
Blues for Mister Charlie,James Baldwin,4.13,144,1202,80,1995-04-25,4.23,1995.0,4.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1
Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,Zora Neale Hurston/Carla Kaplan/John Edgar Wideman,3.97,320,317,47,2002-10-01,3.892454974335912,2002.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11,3
Factotum,Charles Bukowski,3.97,208,414,56,2006-08-15,4.02,2006.0,8.0,15.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1
Women,Charles Bukowski,3.86,291,52415,2081,2014-07-29,4.02,2014.0,7.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1
Ham on Rye,Charles Bukowski,4.14,288,65829,2318,2014-07-29,4.02,2014.0,7.0,29.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1
Tales of Ordinary Madness,Charles Bukowski,3.92,238,16544,431,2001-01-01,4.02,2001.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,1
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,320,12358,533,1986-06-05,4.02,1986.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11,1
The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),Francine Pascal/Kate William,3.92,346,1425,73,1993-04-24,3.539470513284359,1993.0,4.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,11,2
The Wedding (Sweet Valley High  #98),Francine Pascal/Kate William,3.52,217,314,11,1994-04-28,3.539470513284359,1994.0,4.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2
Alone in the Crowd (Sweet Valley High  #28),Francine Pascal/Kate William,3.44,136,695,27,1986-04-01,3.539470513284359,1986.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8,2
Taking Sides (Sweet Valley High  #31),Francine Pascal/Kate William,3.38,134,813,23,1986-09-01,3.539470513284359,1986.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6,2
The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2),Francine Pascal/Kate William,3.94,345,805,31,1992-05-01,3.539470513284359,1992.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12,2
Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,4.06,373,7959,200,2006-10-03,4.205332825172993,2006.0,10.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13,4
Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,Arthur Plotnik,3.9,263,690,87,2005-11-15,3.84,2005.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,1
Cookies: Bite-Size Life Lessons,Amy Krouse Rosenthal/Jane Dyer,4.18,40,1162,185,2006-05-02,4.11,2006.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2
Bite Me If You Can (Argeneau #6),Lynsay Sands,4.27,384,17950,465,2007-01-30,4.12,2007.0,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7,1
Aftershock  (Sweet Valley High Super Edition  #12),Francine Pascal/Kate William,3.7,227,286,7,1998-11-10,3.539470513284359,1998.0,11.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2
Sweet 18 (SVH Senior Year  #48),Francine Pascal/Kate William,3.47,179,116,3,2003-01-14,3.539470513284359,2003.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,2
The New Jessica (Sweet Valley High  #32),Francine Pascal/Kate William,3.44,136,1054,25,1986-10-01,3.539470513284359,1986.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7,2
Double Love (Sweet Valley High  #1),Francine Pascal/Kate William,3.54,182,108,17,1984-09-01,3.539470513284359,1984.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2
Happily Ever After (Sweet Valley High  #134),Francine Pascal/Kate William,3.58,199,251,5,1997-08-11,3.539470513284359,1997.0,8.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2
Control Freak (SVH Senior Year  #35),Francine Pascal,3.33,192,120,1,2001-11-13,3.56,2001.0,11.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
Mosquito Bite,Alexandra Siy/Dennis Kunkel,3.51,32,72,19,2006-02-01,3.7650420168067225,2006.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2
Love Bites (Argeneau #2),Lynsay Sands,4.13,373,18631,564,2004-01-06,4.12,2004.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1
Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,4.0,254,6587,71,2002-11-13,4.026380036651831,2002.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,2
The Pursuit of History,John Tosh/Sean Lang,3.46,357,374,17,2006-02-01,3.63,2006.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2
Vegas Bites: A Werewolf Romance Anthology,L.A. Banks/J.M. Jeffries/Seressie Glass/Natalie Dunbar,4.12,346,195,6,2006-11-15,3.959654745727133,2006.0,11.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6,4
A Bite to Remember (Argeneau #5),Lynsay Sands,4.24,362,17710,393,2006-06-27,4.12,2006.0,6.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,1
Boys that Bite (Blood Coven Vampire  #1),Mari Mancusi,3.68,272,10669,498,2006-04-04,3.88,2006.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1
A Quick Bite (Argeneau #1),Lynsay Sands,3.91,360,35275,1370,2020-03-31,4.12,2020.0,3.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
Bite Club (Bite Club  #1),Howard Chaykin/David Tischman/David Hahn,3.07,144,148,12,2005-04-20,4.003209107468124,2005.0,4.0,20.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,3
Last Bite,Nancy Verde Barr,3.42,308,372,66,2006-06-09,3.6,2006.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1
Bite Me!: An Unofficial Guide to the World of Buffy the Vampire Slayer,Nikki Stafford,4.13,450,338,8,2002-09-01,4.12,2002.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13,1
Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties,Govind Armstrong/Lisa Romerein/Tyler Florence,3.6,256,20,3,2007-04-10,4.026851508511714,2007.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,3
Dear Sister (Sweet Valley High  #7),Francine Pascal/Kate William,3.53,160,2071,81,1984-11-01,3.539470513284359,1984.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2
Magic Bites (Kate Daniels  #1),Ilona Andrews,4.07,261,86675,5395,2007-03-27,4.28,2007.0,3.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5,1
The Secret Garden,Frances Hodgson Burnett/Graham Rust,4.13,298,254,24,1999-06-01,4.130162027754927,1999.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,2
The Secret Garden,Frances Hodgson Burnett/Scott McKowen,4.13,248,575,61,2004-10-01,4.112514868357469,2004.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,2
A Little Princess,Frances Hodgson Burnett/Scott McKowen,4.2,208,500,54,2004-10-01,4.112514868357469,2004.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,2
A Little Princess,Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.16,160,3784,84,2005-03-01,4.11332795524848,2005.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4
The Little Princesses,Marion Crawford/Jennie Bond,4.03,230,416,65,2003-04-10,3.960426540284361,2003.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2
Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson/Leslie A.  Kelly,4.24,120,91,7,1995-12-01,3.839338559667313,1995.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,15,2
Pedro Páramo,Juan Rulfo,4.05,122,504,44,2013-10-31,4.09,2013.0,10.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
Pedro Páramo / El Llano en llamas,Juan Rulfo,4.29,290,5103,118,2006-04-01,4.09,2006.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1
Pedro Páramo,Juan Rulfo,4.05,132,1386,209,2009-12-01,4.09,2009.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
Pedro Páramo,Juan Rulfo,4.05,132,450,32,1999-04-01,4.09,1999.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
Peter Pan in Kensington Gardens / Peter and Wendy,J.M. Barrie/Peter Hollindale,4.06,288,4206,102,1999-10-28,4.080359784557071,1999.0,10.0,28.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,2
Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,4.39,24,5661,87,2007-01-23,4.195057605358715,2007.0,1.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2
Peter Pan And Wendy,J.M. Barrie/Ken Geist,4.08,224,141,23,2004-10-01,4.078996978799583,2004.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
Peter Pan,J.M. Barrie/Tim Curry,4.08,5,46,7,2006-10-05,4.034658600448869,2006.0,10.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2
Alice in Wonderland / Hunting of the Snark,Lewis Carroll/Donald J. Gray,4.06,416,1404,87,1992-04-17,4.0603315922690895,1992.0,4.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2
Holes,Louis Sachar,3.96,233,2699,230,2003-03-11,3.96,2003.0,3.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
Rabbit Hole,David Lindsay-Abaire,4.06,157,6634,185,2006-09-01,4.02,2006.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1
A Magic Crystal? (Marvin Redpost),Louis Sachar,3.76,128,227,21,2005-05-02,3.96,2005.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
Holes (Holes  #1),Louis Sachar,3.96,233,887554,17547,2000-09-02,3.96,2000.0,9.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1
The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,3.86,240,129,10,2005-03-11,3.921542446541606,2005.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,20
The Feminine Mystique,Betty Friedan/Anna Quindlen,3.86,592,10108,650,2001-09-17,4.177601697816115,2001.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2
James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot/Ruth Brown/Peter Barrett,4.45,260,10128,245,1992-09-01,4.332089488295576,1992.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,3
James Herriot's Dog Stories,James Herriot/Victor G. Ambrus,4.4,464,5692,214,2006-11-14,4.326776456391841,2006.0,11.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2
