title,authors_x,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,authors_y,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult
The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,3.64,eng,320,5141,160,2/1/1992,"[{'author_id': '5293', 'role': ''}, {'author_id': '6914549', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,4.01,eng,390,4414,127,9/26/2007,"[{'author_id': '387044', 'role': ''}, {'author_id': '5293', 'role': 'Series Creator'}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Matlock Paper,Robert Ludlum,3.88,eng,352,12533,80,8/24/2005,"[{'author_id': '5293', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Fat Pig,Neil LaBute,3.56,en-US,112,2356,103,11/29/2004,"[{'author_id': '17542', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,eng,196,13515,368,12/7/2006,"[{'author_id': '123715', 'role': ''}, {'author_id': '52942', 'role': 'Narrator'}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.8,eng,224,18590,770,3/1/2000,"[{'author_id': '123715', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
At Bertram's Hotel,Agatha Christie,3.7,eng,224,239,15,3/1/2000,"[{'author_id': '123715', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Nemesis (Miss Marple  #12),Agatha Christie,3.85,eng,224,18896,771,5/1/2000,"[{'author_id': '123715', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86,eng,2,38,3,4/1/2014,"[{'author_id': '123715', 'role': ''}, {'author_id': '10059', 'role': ''}, {'author_id': '974430', 'role': 'Narrator'}, {'author_id': '4181744', 'role': 'Narrator'}, {'author_id': '2604776', 'role': 'Narrator'}, {'author_id': '6914599', 'role': 'Narrator'}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,eng,256,462,55,9/1/2000,"[{'author_id': '123715', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32,eng,688,138,5,7/10/1997,"[{'author_id': '123715', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Dance of Anger,Harriet Lerner,4.06,eng,239,16897,619,5/3/2005,"[{'author_id': '84497', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15,eng,321,25065,576,10/3/2006,"[{'author_id': '625', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Barnyard Dance,Sandra Boynton,4.25,en-US,24,21265,480,10/1/1993,"[{'author_id': '3161', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,eng,255,7368,185,1/1/1989,"[{'author_id': '84497', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Blood Canticle (The Vampire Chronicles #10),Anne Rice,3.72,eng,400,19036,325,11/4/2004,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,eng,457,59191,710,10/3/2000,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Violin,Anne Rice,3.28,eng,289,15886,405,1/1/2002,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Cry to Heaven,Anne Rice,3.85,eng,566,18067,558,4/1/1995,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,eng,400,49367,661,11/4/2004,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,eng,752,28012,436,11/7/2002,"[{'author_id': '7577', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74,en-US,281,9285,404,4/3/2007,"[{'author_id': '2384', 'role': ''}, {'author_id': '17554', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,3.47,en-US,288,2150,85,2/1/2001,"[{'author_id': '589', 'role': ''}, {'author_id': '2257575', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Treasure Box,Orson Scott Card,3.33,eng,384,3646,189,10/1/1997,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Songmaster,Orson Scott Card,3.74,en-US,352,6399,286,12/6/2002,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Stone Tables,Orson Scott Card,3.87,eng,448,1726,133,3/1/2000,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hart's Hope,Orson Scott Card,3.47,eng,261,24,4,2/1/1983,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,eng,370,84877,1989,8/24/2002,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01,eng,675,2940,121,1/1/2004,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,eng,140,3408,264,9/15/2001,"[{'author_id': '589', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56,eng,560,6669,668,10/17/2006,"[{'author_id': '1402383', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04,eng,784,9952,529,2/28/2006,"[{'author_id': '1402383', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.05,eng,716,8028,289,10/6/1998,"[{'author_id': '1402383', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,eng,160,80,14,1/1/2001,"[{'author_id': '17560', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.1,eng,718,10608,295,11/31/2000,"[{'author_id': '1402383', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4.0,eng,160,22,4,9/15/2005,"[{'author_id': '17560', 'role': ''}]",,,,,,,,,,
Loving God with All Your Mind,Elizabeth George,4.43,en-US,304,1488,77,1/1/2005,"[{'author_id': '17560', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,3.72,en-US,490,40,6,10/24/2006,"[{'author_id': '17563', 'role': ''}, {'author_id': '3863032', 'role': ''}, {'author_id': '3863033', 'role': 'Translator'}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,3.92,eng,280,639,75,12/26/2006,"[{'author_id': '17580', 'role': ''}, {'author_id': '17579', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,eng,752,106,9,6/13/2013,"[{'author_id': '4379', 'role': ''}, {'author_id': '503412', 'role': 'Editor'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Letters Home,Sylvia Plath,4.2,eng,502,2373,63,1/1/1999,"[{'author_id': '4379', 'role': ''}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Black Boy,Richard Wright/Edward P. Jones,4.05,en-US,432,88,12,11/29/2005,"[{'author_id': '9657', 'role': ''}, {'author_id': '33', 'role': 'Foreword'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Angry Black White Boy,Adam Mansbach,3.55,eng,352,614,77,3/8/2005,"[{'author_id': '17595', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,3.73,eng,278,2164,70,5/1/2004,"[{'author_id': '17597', 'role': ''}, {'author_id': '7941', 'role': ''}, {'author_id': '17596', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
The Twits,Roald Dahl/Quentin Blake,3.96,eng,96,98823,2552,6/24/2004,"[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,3.94,eng,400,340,33,10/1/2002,"[{'author_id': '15905', 'role': ''}, {'author_id': '17606', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,3.94,eng,433,104912,3811,2/27/2003,"[{'author_id': '15905', 'role': ''}, {'author_id': '42277', 'role': 'Introduction and Notes'}, {'author_id': '527779', 'role': 'Introduction and Notes'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,3.94,eng,496,112,17,11/14/2002,"[{'author_id': '15905', 'role': ''}, {'author_id': '3862643', 'role': 'Editor/Notes'}, {'author_id': '17607', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Far from the Madding Crowd,Thomas Hardy,3.94,en-GB,374,320,42,3/31/1994,"[{'author_id': '15905', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,3.96,eng,578,47,10,9/1/1977,"[{'author_id': '173', 'role': ''}, {'author_id': '17610', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,en-US,328,1250,144,11/1/2006,"[{'author_id': '17611', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,eng,294,3351,147,7/3/2000,"[{'author_id': '17613', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,3.79,en-US,80,2042,59,1/1/2006,"[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,3.82,en-US,67,2364,67,7/1/2005,"[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,3.83,en-US,80,2267,82,11/1/2005,"[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86,en-US,80,2263,82,2/1/2006,"[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,3.84,en-US,65,4334,319,5/1/2005,"[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,eng,352,9377,189,4/5/2000,"[{'author_id': '1194', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
The Rainbow Goblins,Ul De Rico,4.42,eng,32,1417,149,6/17/1978,"[{'author_id': '17620', 'role': ''}]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Serpent and the Rainbow,Wade Davis,3.91,en-US,304,3373,293,8/5/1997,"[{'author_id': '4652058', 'role': ''}]",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,eng,544,15840,462,5/5/2009,"[{'author_id': '17623', 'role': ''}, {'author_id': '52123', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,eng,560,13592,897,8/3/2004,"[{'author_id': '6125', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07,en-US,358,348,67,7/1/2004,"[{'author_id': '2893961', 'role': ''}, {'author_id': '2849108', 'role': 'Contributor'}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,eng,239,10835,311,11/1/2003,"[{'author_id': '4049', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13,eng,684,37531,2201,1/2/2007,"[{'author_id': '4176632', 'role': ''}, {'author_id': '2104', 'role': 'Introduction'}, {'author_id': '3532', 'role': 'Afterword'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,eng,352,15190,532,8/18/1999,"[{'author_id': '17674', 'role': ''}, {'author_id': '15460', 'role': ''}, {'author_id': '843200', 'role': 'Foreword'}]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,eng,315,753,111,2/6/2006,"[{'author_id': '17689', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
50 Great Curries of India,Camellia Panjabi,4.15,eng,224,209,29,12/30/2005,"[{'author_id': '17690', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Curries Without Worries,Sudha Koul/Warner Books,3.93,eng,160,35,4,3/1/1996,"[{'author_id': '17696', 'role': ''}, {'author_id': '22849', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,4.3,eng,99,616,36,4/17/1998,"[{'author_id': '44150', 'role': ''}, {'author_id': '3952', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,mul,180,236,23,6/1/1955,"[{'author_id': '44150', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,4.38,eng,352,19,2,11/23/1997,"[{'author_id': '38285', 'role': ''}, {'author_id': '17713', 'role': 'editor'}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Polar Express,Chris Van Allsburg,4.3,en-US,32,88,13,10/19/2005,"[{'author_id': '9685', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,3.62,eng,128,55,7,10/12/2004,"[{'author_id': '17720', 'role': ''}, {'author_id': '147957', 'role': 'Designed by'}, {'author_id': '17717', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,eng,467,31942,732,9/7/2004,"[{'author_id': '1025097', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Gift of the Magi and Other Short Stories,O. Henry,4.15,eng,96,4616,133,2/5/1992,"[{'author_id': '8993', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,4.01,eng,154,215,16,1/1/1978,"[{'author_id': '4273', 'role': ''}, {'author_id': '657720', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,eng,768,1691,67,12/19/2008,"[{'author_id': '17729', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,3.88,eng,288,325,12,10/24/2006,"[{'author_id': '17739', 'role': 'Creator'}, {'author_id': '17734', 'role': ''}, {'author_id': '17735', 'role': ''}, {'author_id': '17738', 'role': 'Artist'}, {'author_id': '17736', 'role': 'Artist'}, {'author_id': '17737', 'role': 'Artist'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,eng,767,790,37,12/26/2006,"[{'author_id': '17740', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,eng,160,1251,91,4/5/1998,"[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4.0,en-GB,91,344,22,2/1/2007,"[{'author_id': '163654', 'role': 'Adapter'}, {'author_id': '4273', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03,eng,48,1073,32,7/4/1996,"[{'author_id': '4273', 'role': ''}, {'author_id': '17745', 'role': ''}, {'author_id': '23573', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Progress of Love,Alice Munro,4.14,eng,320,2128,115,12/12/2000,"[{'author_id': '6410', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,eng,352,892,33,12/5/2002,"[{'author_id': '17756', 'role': ''}, {'author_id': '25280', 'role': ''}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,eng,128,275,26,5/10/2002,"[{'author_id': '17757', 'role': ''}, {'author_id': '1450', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Complete Novels,Jane Austen/Karen Joy Fowler,4.55,eng,1278,425,39,3/28/2006,"[{'author_id': '1265', 'role': ''}, {'author_id': '1448', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09,en-US,251,320,21,5/13/1997,"[{'author_id': '1404608', 'role': 'Editor'}, {'author_id': '17759', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,eng,303,1745,229,4/1/2006,"[{'author_id': '17762', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Jane Austen: A Life,Carol Shields,3.85,eng,192,2279,173,5/31/2005,"[{'author_id': '12034', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Complete Novels of Jane Austen,Jane Austen,4.55,eng,1431,924,28,1/5/2005,"[{'author_id': '1265', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Persuasion,Jane Austen/Gillian Beer,4.14,eng,325,5236,544,4/29/2003,"[{'author_id': '1265', 'role': ''}, {'author_id': '67296', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,eng,60,991,88,1/10/1993,"[{'author_id': '1265', 'role': ''}, {'author_id': '4125795', 'role': 'Illustrator'}, {'author_id': '1450', 'role': 'Photographer'}, {'author_id': '1169504', 'role': 'Contributor'}]",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,eng,320,1999,112,11/3/2009,"[{'author_id': '17764', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25,eng,202,169,13,1/16/2007,"[{'author_id': '17777', 'role': ''}, {'author_id': '38449', 'role': 'Translator'}, {'author_id': '72583', 'role': 'Introduction'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,spa,224,141,17,3/2/2004,"[{'author_id': '13450', 'role': ''}]",,,,,,,,,,
Silent Running,James F. Calvert,4.17,eng,320,344,28,10/15/1997,"[{'author_id': '17798', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,spa,157,90,7,5/30/2004,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,eng,128,462,44,3/13/1989,"[{'author_id': '13450', 'role': ''}, {'author_id': '453076', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32,spa,445,66,4,10/24/2006,"[{'author_id': '909675', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Zur Genealogie der Moral,Friedrich Nietzsche,4.11,ger,187,103,4,1/31/1998,"[{'author_id': '1938', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05,eng,575,7931,132,8/17/2011,"[{'author_id': '1938', 'role': ''}, {'author_id': '14824', 'role': 'Editor'}, {'author_id': '47586', 'role': 'Translator'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,eng,704,10553,550,1/1/1991,"[{'author_id': '16184', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,eng,273,1135,37,11/22/2006,"[{'author_id': '17857', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,3.87,en-US,300,754,38,4/20/2005,"[{'author_id': '11478', 'role': 'Editor'}, {'author_id': '17870', 'role': 'Editor'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,3.47,eng,256,2039,135,2/28/2001,"[{'author_id': '17870', 'role': 'Editor'}, {'author_id': '17866', 'role': 'Editor'}, {'author_id': '17934', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Philosophy for Dummies,Tom Morris,3.65,eng,361,532,47,9/17/1999,"[{'author_id': '11478', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,eng,272,33697,402,4/6/1977,"[{'author_id': '1203', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
