bookID,title,authors_x,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1_x,Unnamed: 0_x,book_id,country_code,authors_y,Unnamed: 0.1_y,Unnamed: 0_y,genres
39980,A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,4.11,0142300705,9780142300701,eng,160,26143,1638,11/21/2002,Puffin Books,4272,4272,4272,1089932,39980,US,['22414'],4272,1089932,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children']"
39988,Matilda,Roald Dahl/Quentin Blake,4.31,0141301066,9780141301068,eng,240,541914,11576,6/1/1998,Puffin Books,4270,4270,4270,1089927,39988,US,"['4273', '146']",4270,1089927,"['young-adult', 'children', 'fiction', 'fantasy, paranormal']"
39989,Matilda Bone,Karen Cushman/Trina Schart Hyman,3.74,0440418224,9780440418221,eng,176,3061,215,3/12/2002,Yearling,4271,4271,4271,1089928,39989,US,"['9640', '6603']",4271,1089928,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'fantasy, paranormal']"
39993,The Full Matilda,David Haynes,4.0,0767915690,9780767915694,eng,384,46,5,5/11/2004,Broadway Books,3198,3198,3198,805070,39993,US,['22425'],3198,805070,['fiction']
39994,Tuscan Countess: The Life and Extraordinary Times of Matilda of Canossa,Michele K. Spike,3.68,0865652422,9780865652422,eng,312,51,10,9/28/2004,Vendome Press,2135,2135,2135,525330,39994,US,['22426'],2135,525330,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic', 'fiction']"
40003,The History of Rome  Books 21-30: The War with Hannibal,Livy/Aubrey de Sélincourt/Betty Radice,4.14,014044145X,9780140441451,eng,711,3103,46,7/30/1972,Penguin Classics,3009,3009,3009,756391,40003,US,"['14577687', '241287', '69954']",3009,756391,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
40005,Hannibal's Children,John Maddox Roberts,3.68,0441010385,9780441010387,eng,359,204,18,3/25/2003,Berkley Publishing Group,3010,3010,3010,756393,40005,US,['19522'],3010,756393,"['history, historical fiction, biography', 'fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'children', 'non-fiction']"
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,0306810700,9780306810701,en-US,256,91,11,9/17/2001,Da Capo Press,3011,3011,3011,756394,40007,US,['22439'],3011,756394,"['history, historical fiction, biography', 'non-fiction']"
40010,Hannibal: Enemy Of Rome,Leonard Cottrell,3.89,0306804980,9780306804984,eng,248,129,17,8/22/1992,Da Capo Press,5252,5252,5252,1321214,40010,US,['22442'],5252,1321214,"['history, historical fiction, biography', 'non-fiction']"
40012,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton/John S. Lazo/Keith  L. Parker,4.29,0071422803,9780071422802,eng,2021,185,8,9/21/2005,McGraw-Hill Professional Publishing,5251,5251,5251,1321212,40012,US,"['2851379', '455747', '5776527']",5251,1321212,['non-fiction']
40016,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,3.86,0486270602,9780486270609,eng,111,9101,126,2/5/1992,Dover Publications,5253,5253,5253,1321215,40016,US,['7799'],5253,1321215,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'mystery, thriller, crime']"
40020,A Patchwork Planet,Anne Tyler,3.79,080411918X,9780804119184,eng,320,11355,571,5/1/2001,Ballantine Books,7428,7428,7428,1881769,40020,US,['457'],7428,1881769,['fiction']
40021,A Slipping-Down Life,Anne Tyler,3.61,0345478959,9780345478955,eng,192,3335,142,5/4/2004,Ballantine Books,7427,7427,7427,1881768,40021,US,['457'],7427,1881768,"['fiction', 'young-adult', 'history, historical fiction, biography', 'mystery, thriller, crime']"
40022,"The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with ""the Adventure of the Speckled Band""",Arthur Conan Doyle/Francis O'Gorman,4.11,1551117223,9781551117225,eng,300,1356,32,1/10/2006,Broadview Press Inc,7426,7426,7426,1881767,40022,US,"['2448', '521281']",7426,1881767,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
40024,The Alienist (Dr. Laszlo Kreizler  #1),Caleb Carr,4.06,0812976142,9780812976144,eng,498,126669,5578,10/24/2006,Random House,7425,7425,7425,1881766,40024,US,['27779'],7425,1881766,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
40031,A Son of the Circus,Irving John,3.63,0747518459,9780747518457,eng,633,139,14,9/1/1994,Bloomsbury,959,959,959,230249,40031,US,['5468564'],959,230249,"['fiction', 'mystery, thriller, crime', 'non-fiction']"
40033,John Hammond on Record: An Autobiography,John   Hammond/Irving Townsend,4.06,0140057056,9780140057058,eng,432,27,2,2/26/1981,Penguin Books,380,380,380,86500,40033,US,"['132591', '22459']",380,86500,"['history, historical fiction, biography', 'non-fiction']"
40042,Always Remember Me: How One Family Survived World War II,Marisabina Russo,4.13,0689869207,9780689869204,en-US,48,135,37,4/1/2005,Atheneum Books for Young Readers,3440,3440,3440,866056,40042,US,['22471'],3440,866056,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'children', 'young-adult']"
40049,Monkeys,Susan Minot,3.67,0375708367,9780375708367,eng,176,1219,105,8/8/2000,Vintage,1997,1997,1997,488202,40049,US,['22476'],1997,488202,['fiction']
40051,Evening,Susan Minot,3.37,0375700269,9780375700262,eng,288,3765,550,9/7/1999,Vintage,5652,5652,5652,1430039,40051,US,['22476'],5652,1430039,"['fiction', 'romance', 'history, historical fiction, biography']"
40053,Three Genres: Writing Fiction/Literary Nonfiction  Poetry  and Drama,Stephen Minot,3.64,0132197383,9780132197380,eng,476,36,3,7/1/2006,Prentice Hall,5651,5651,5651,1430037,40053,US,['22477'],5651,1430037,"['non-fiction', 'poetry', 'fiction']"
40054,The Tiny One,Eliza Minot,3.68,037570633X,9780375706332,eng,258,248,43,10/17/2000,Vintage,5954,5954,5954,1504701,40054,US,['22478'],5954,1504701,['fiction']
40067,Thunderstruck,Erik Larson,3.7,1400080665,9781400080663,eng,463,30574,3534,10/24/2006,Crown Publishing Group (NY),7900,7900,7900,1991468,40067,US,['5869'],7900,1991468,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'fiction']"
40070,The Naked Consumer: How Our Private Lives Become Public Commodities,Erik  Larson,3.71,0140233032,9780140233032,eng,288,163,18,2/1/1994,Penguin Books,827,827,827,195579,40070,US,['5869'],827,195579,"['non-fiction', 'history, historical fiction, biography']"
40076,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,1579907156,9781579907150,eng,144,59,5,8/1/2006,Lark Books,3693,3693,3693,930252,40076,US,['7190022'],3693,930252,['non-fiction']
40081,The Meanest Doll in the World (Doll People  #2),Ann M. Martin/Laura Godwin/Brian Selznick,3.96,0786852976,9780786852970,en-GB,304,5717,417,5/15/2005,Little  Brown Books for Young Readers,3854,3854,3854,975749,40081,US,"['21616', '14474', '38120']",3854,975749,"['fantasy, paranormal', 'children', 'fiction', 'young-adult', 'mystery, thriller, crime']"
40090,Sacred Games (Sacred Games),Vikram Chandra,3.93,0061130354,9780061130359,eng,916,5983,724,1/9/2007,HarperCollins,8540,8540,8540,2161430,40090,US,['22496'],8540,2161430,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
40100,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,3.76,0452284554,9780452284555,eng,304,5226,771,8/26/2003,Plume,3076,3076,3076,779200,40100,US,['22506'],3076,779200,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'young-adult', 'children']"
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,0316010669,9780316010665,eng,296,437507,12937,4/3/2007,Back Bay Books,3077,3077,3077,779202,40102,US,['1439'],3077,779202,"['non-fiction', 'fiction']"
40106,Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,4.25,0689869908,9780689869907,eng,40,546,113,7/1/2004,Aladdin,3078,3078,3078,779204,40106,US,"['22513', '1138219', '2778471']",3078,779204,"['children', 'non-fiction', 'fiction', 'history, historical fiction, biography', 'young-adult']"
40127,Leonardo's Swans,Karen Essex,3.72,0767923065,9780767923064,eng,351,5473,230,1/9/2007,Anchor Books,7988,7988,7988,2014276,40127,US,['22528'],7988,2014276,"['fiction', 'history, historical fiction, biography', 'romance']"
40132,Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,4.17,0300090951,9780300090956,eng,336,120,4,8/11/2001,Yale University Press,3910,3910,3910,991933,40132,US,"['13560', '22531']",3910,991933,"['history, historical fiction, biography', 'non-fiction']"
40138,Bone In The Throat,Anthony Bourdain,3.39,1841952877,9781841952871,eng,290,30,4,4/30/2002,Canongate Books,6506,6506,6506,1640694,40138,US,['1124'],6506,1640694,"['fiction', 'mystery, thriller, crime', 'non-fiction']"
40139,Gone Bamboo,Anthony Bourdain,3.48,1841953679,9781841953670,eng,286,1066,74,5/1/2002,Canongate Books,5721,5721,5721,1452559,40139,US,['1124'],5721,1452559,"['fiction', 'mystery, thriller, crime', 'non-fiction', 'romance']"
40143,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,3.91,081297252X,9780812972528,eng,299,237,48,9/11/2007,Random House Trade Paperbacks,3524,3524,3524,888666,40143,US,['6452239'],3524,888666,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'comics, graphic', 'fiction']"
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,4.4,0064462358,9780064462358,eng,406,533,112,3/31/2000,HarperCollins,3523,3523,3523,888663,40145,US,"['381134', '22536', '4489']",3523,888663,"['non-fiction', 'history, historical fiction, biography', 'children', 'young-adult', 'fiction']"
40146,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,3.33,0070183171,9780070183179,eng,275,36,6,12/1/1987,McGraw-Hill Companies,2529,2529,2529,624191,40146,US,['22537'],2529,624191,"['history, historical fiction, biography', 'non-fiction']"
40152,Only Revolutions,Mark Z. Danielewski,3.21,0375421769,9780375421761,eng,360,4791,443,9/12/2006,Pantheon Books,1345,1345,1345,327196,40152,US,['13974'],1345,327196,"['fiction', 'poetry', 'fantasy, paranormal', 'romance', 'history, historical fiction, biography']"
40153,The Whalestoe Letters,Mark Z. Danielewski,4.04,0375714413,9780375714412,eng,83,2112,96,10/10/2000,Pantheon,1344,1344,1344,327195,40153,US,['13974'],1344,327195,"['fiction', 'poetry', 'mystery, thriller, crime', 'fantasy, paranormal']"
40155,La Maison des feuilles,Mark Z. Danielewski/Christophe Claro,4.1,2207252000,9782207252000,fre,978,79,13,8/29/2002,Denoël,1348,1348,1348,327200,40155,US,"['13974', '223295']",1348,327200,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
40156,The Thief (The Queen's Thief  #1),Megan Whalen Turner,3.88,0613060326,9780613060325,eng,220,97,17,1/28/1998,San Val,1347,1347,1347,327199,40156,US,['22542'],1347,327199,"['fantasy, paranormal', 'young-adult', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'children', 'romance']"
40157,Instead of Three Wishes,Megan Whalen Turner,3.78,0060842318,9780060842314,eng,160,923,112,8/8/2006,Greenwillow Books,1346,1346,1346,327198,40157,US,['22542'],1346,327198,"['fantasy, paranormal', 'young-adult', 'fiction', 'children']"
40158,The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,4.19,0060841826,9780060841829,eng,362,31060,2786,1/24/2006,Eos,1343,1343,1343,327193,40158,US,['22542'],1343,327193,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography', 'children', 'mystery, thriller, crime']"
40159,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,4.37,006083577X,9780060835774,eng,387,28480,2309,1/24/2006,Greenwillow Books,1342,1342,1342,327192,40159,US,['22542'],1342,327192,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography', 'mystery, thriller, crime', 'children']"
40160,Firebirds: An Anthology of Original Fantasy and Science Fiction,Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter,3.96,0142403202,9780142403204,eng,432,3464,153,5/5/2005,Firebird,8388,8388,8388,2124234,40160,US,['1112988'],8388,2124234,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'children', 'poetry']"
40174,Herzog on Herzog,Paul Cronin,4.45,0571207081,9780571207084,eng,352,1373,93,7/9/2003,Farrar  Straus and Giroux,6196,6196,6196,1561103,40174,US,['409261'],6196,1561103,"['comics, graphic', 'non-fiction', 'history, historical fiction, biography']"
40184,Encore Provence: New Adventures in the South of France,Peter Mayle,4.0,0679762698,9780679762690,eng,240,9980,254,4/25/2000,Vintage,5091,5091,5091,1282134,40184,US,['19316'],5091,1282134,"['non-fiction', 'fiction', 'history, historical fiction, biography', 'comics, graphic']"
40187,Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipes,Peter Mayle/Gerard Auzet,3.64,140004474X,9781400044740,en-US,91,405,52,10/25/2005,Alfred A. Knopf,3943,3943,3943,998607,40187,US,"['19316', '22573']",3943,998607,"['non-fiction', 'history, historical fiction, biography']"
40189,A Year in Provence,Peter Mayle,3.96,0679731148,9780679731146,eng,207,54963,2554,6/4/1991,Vintage,3944,3944,3944,998608,40189,US,['19316'],3944,998608,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
40199,How to Breathe Underwater,Julie Orringer,3.96,014101508X,9780141015088,eng,222,194,34,4/7/2005,Penguin,1084,1084,1084,265614,40199,US,['22580'],1084,265614,"['fiction', 'young-adult']"
40200,The Crimson Petal and the White,Michel Faber,3.89,1841954314,9781841954318,eng,835,27961,2183,9/11/2003,Canongate Books,8932,8932,8932,2264407,40200,US,['16272'],8932,2264407,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
40208,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,3.33,0553213555,9780553213553,eng,240,517,37,11/1/2006,Bantam Classics,2567,2567,2567,631422,40208,US,"['19879', '237106']",2567,631422,"['fiction', 'history, historical fiction, biography']"
40209,Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,3.66,0140437975,9780140437973,eng,272,2476,32,3/29/2001,Penguin Classics,6661,6661,6661,1676474,40209,US,"['19879', '22590', '2953183']",6661,1676474,"['fiction', 'history, historical fiction, biography']"
40214,Kushiel's Scion (Imriel's Trilogy  #1),Jacqueline Carey,4.2,044650002X,9780446500029,en-US,753,454,37,6/12/2006,Warner Books (NY),1165,1165,1165,281604,40214,US,['9237'],1165,281604,"['fantasy, paranormal', 'romance', 'fiction', 'history, historical fiction, biography']"
40215,Theft: A Love Story,Peter Carey,3.43,0307263711,9780307263711,eng,269,2561,277,5/9/2006,Alfred A. Knopf,8849,8849,8849,2241027,40215,US,['22595'],8849,2241027,"['fiction', 'romance', 'mystery, thriller, crime']"
40217,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,4.25,0446500038,9780446500036,eng,703,15897,381,6/14/2007,Roc,8850,8850,8850,2241028,40217,US,['9237'],8850,2241028,"['fantasy, paranormal', 'romance', 'fiction', 'history, historical fiction, biography']"
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,0786885599,9780786885596,eng,256,1944,93,3/15/2000,Hachette Books,6540,6540,6540,1647915,40219,US,['22598'],6540,1647915,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
40220,Godslayer (The Sundering  #2),Jacqueline Carey,3.7,076535098X,9780765350985,en-US,404,2868,127,6/27/2006,Tor Books,2236,2236,2236,551134,40220,US,['9237'],2236,551134,"['fantasy, paranormal', 'fiction', 'romance']"
40223,Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,4.36,1405034149,9781405034142,eng,702,29409,689,9/17/2004,Tor,2237,2237,2237,551135,40223,US,['9237'],2237,551135,"['fantasy, paranormal', 'romance', 'fiction', 'history, historical fiction, biography']"
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4.0,1567996035,9781567996036,en-US,128,42,3,11/1/1997,MetroBooks (NY),2235,2235,2235,551133,40226,US,['9237'],2235,551133,"['non-fiction', 'history, historical fiction, biography', 'fantasy, paranormal']"
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,4.5,0520246330,9780520246331,en-GB,456,10,2,11/1/2005,University of California Press,8435,8435,8435,2131093,40259,US,"['22618', '22617']",8435,2131093,"['history, historical fiction, biography', 'non-fiction']"
40260,The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,4.05,031211818X,9780312118181,en-US,312,86,11,12/15/1994,St. Martin's Griffin,1804,1804,1804,442327,40260,US,"['390526', '12397']",1804,442327,"['non-fiction', 'history, historical fiction, biography']"
40271,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,0312850530,9780312850531,en-US,381,13694,231,12/1/2005,Tor Books,5254,5254,5254,1321702,40271,US,['589'],5254,1321702,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult', 'romance']"
40273,Star Trek Voyager Companion,Paul Ruditis,3.95,0743417518,9780743417518,eng,482,162,9,5/1/2003,Pocket Books,3953,3953,3953,1005343,40273,US,['22625'],3953,1005343,"['fiction', 'non-fiction', 'fantasy, paranormal']"
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,3.93,1563924692,9781563924699,eng,336,14,1,12/2/2002,Haynes Manuals N. America  Inc.,4335,4335,4335,1106048,40276,US,['6039886'],4335,1106048,['non-fiction']
40277,Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,3.78,1416507817,9781416507819,eng,416,324,18,2/28/2006,Pocket Books,3954,3954,3954,1005347,40277,US,['22628'],3954,1005347,"['fiction', 'fantasy, paranormal']"
40281,Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,4.21,0441011330,9780441011339,eng,422,1202,79,3/2/2004,Ace Books,5749,5749,5749,1459088,40281,US,"['589', '16667', '9226', '14454', '12531', '12534', '4338', '29479', '43625', '346732', '73418', '1448', '7779', '8332791', '73422', '32278', '73421', '4471254', '989968', '205075', '61942', '205', '874602', '1630', '22996', '7415', '76471', '33297']",5749,1459088,"['fiction', 'fantasy, paranormal', 'poetry']"
40286,First Meetings: In the Enderverse,Orson Scott Card,3.84,1841493112,9781841493114,en-GB,228,69,2,3/1/2013,Little  Brown Young Readers,3547,3547,3547,893932,40286,US,['589'],3547,893932,"['fiction', 'young-adult', 'fantasy, paranormal', 'children']"
40287,Wyrms,Orson Scott Card,3.38,0765305607,9780765305602,eng,336,4984,202,4/5/2003,Orb Books,5750,5750,5750,1459090,40287,US,['589'],5750,1459090,"['fiction', 'fantasy, paranormal', 'comics, graphic', 'young-adult', 'romance']"
40289,The Abyss,Orson Scott Card/James Francis Cameron,4.07,0099690608,9780099690603,eng,363,17911,111,10/5/1989,Legend,5748,5748,5748,1459082,40289,US,"['589', '19860']",5748,1459082,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,0812508645,9780812508642,en-US,402,12940,894,3/1/2016,Tor Books,8015,8015,8015,2020972,40293,US,['589'],8015,2020972,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'young-adult']"
40295,This Is the Way the World Ends,James K. Morrow,3.75,0156002086,9780156002080,eng,319,1312,81,4/24/1995,Harcourt Brace & company,8014,8014,8014,2020966,40295,US,['22631'],8014,2020966,"['fiction', 'fantasy, paranormal']"
40297,The Well At The World's End: Volume I,William Morris/Lin Carter,3.81,1587150883,9781587150883,en-US,332,257,22,3/20/2000,Borgo Press,3742,3742,3742,942788,40297,US,"['8127', '4947']",3742,942788,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'romance', 'comics, graphic', 'poetry', 'children']"
40303,Lost Boys,Orson Scott Card,3.59,0517125773,9780517125779,eng,448,7469,689,7/10/1994,Random House Value Publishing,6730,6730,6730,1698927,40303,US,['589'],6730,1698927,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'young-adult']"
40304,The Worthing Saga (Worthing  #1-3),Orson Scott Card,3.85,0812533313,9780812533316,eng,463,8064,299,12/15/1992,Tor Books,4329,4329,4329,1105477,40304,US,['589'],4329,1105477,"['fiction', 'fantasy, paranormal', 'young-adult']"
40312,The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,3.67,0060598891,9780060598891,eng,249,9669,315,11/29/2011,Harper,4473,4473,4473,1139111,40312,US,['2384'],4473,1139111,"['romance', 'fiction', 'mystery, thriller, crime']"
40314,Love Overboard,Janet Evanovich,3.65,0060598840,9780060598846,eng,244,11448,338,2/1/2005,HarperTorch,8343,8343,8343,2112830,40314,US,['2384'],8343,2112830,"['romance', 'fiction', 'mystery, thriller, crime']"
40318,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,0060598859,9780060598853,eng,234,10077,486,2/25/2014,Harper,4472,4472,4472,1139104,40318,US,['2384'],4472,1139104,"['romance', 'fiction', 'mystery, thriller, crime']"
40326,More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,4.45,031236296X,9780312362966,en-US,792,219,11,4/3/2007,St. Martin's Press,1886,1886,1886,465067,40326,US,['2384'],1886,465067,"['mystery, thriller, crime', 'fiction', 'romance']"
40328,Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,3.83,0312983301,9780312983307,eng,344,12363,278,4/19/2004,St. Martin's Paperbacks,1887,1887,1887,465069,40328,US,"['2384', '17333']",1887,465069,"['romance', 'mystery, thriller, crime', 'fiction']"
40329,Metro Girl (Alex Barnaby  #1),Janet Evanovich,3.62,0060584025,9780060584023,eng,374,28987,1090,9/27/2005,HarperTorch,1888,1888,1888,465070,40329,US,['2384'],1888,465070,"['mystery, thriller, crime', 'romance', 'fiction']"
40331,To the Nines (Stephanie Plum  #9),Janet Evanovich,4.17,0747267634,9780747267638,eng,320,94990,1581,6/5/2004,St. Martin's Press,8929,8929,8929,2263963,40331,US,['2384'],8929,2263963,"['mystery, thriller, crime', 'fiction', 'romance']"
40335,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,3.83,0755301978,9780755301973,eng,344,11280,223,11/3/2003,Headline,8928,8928,8928,2263959,40335,US,"['2384', '17333']",8928,2263959,"['romance', 'mystery, thriller, crime', 'fiction']"
40338,Love Overboard,Janet Evanovich/C.J. Critt,3.65,006073695X,9780060736958,eng,5,95,22,1/25/2005,HarperAudio,8931,8931,8931,2263968,40338,US,"['2384', '2553249']",8931,2263968,"['romance', 'fiction', 'mystery, thriller, crime']"
40339,The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,3.67,0060738251,9780060738259,eng,5,93,26,8/31/2004,HarperAudio,8930,8930,8930,2263967,40339,US,"['2384', '2553249']",8930,2263967,"['romance', 'fiction', 'mystery, thriller, crime']"
40342,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,0312948964,9780312948962,en-US,325,2509,292,6/29/2007,St. Martin's Press,5629,5629,5629,1425390,40342,US,['2384'],5629,1425390,"['mystery, thriller, crime', 'fiction', 'romance']"
40347,Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,0747267626,9780747267621,eng,339,155,13,6/23/2003,Headline Review,5628,5628,5628,1425380,40347,US,['2384'],5628,1425380,"['mystery, thriller, crime', 'fiction', 'romance']"
40359,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,033037124X,9780330371247,eng,324,307,28,6/1/2001,Pan MacMillan,4937,4937,4937,1248516,40359,US,['2384'],4937,1248516,"['mystery, thriller, crime', 'fiction', 'romance']"
40360,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,3.62,0061126527,9780061126529,eng,6,79,29,7/25/2006,HarperAudio,2327,2327,2327,573603,40360,US,"['2384', '2553249']",2327,573603,"['mystery, thriller, crime', 'romance', 'fiction']"
40361,Martian Time-Slip,Philip K. Dick,3.77,185798837X,9781857988376,eng,226,353,33,7/8/1999,Gollancz,2328,2328,2328,573604,40361,US,['4764'],2328,573604,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
40364,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,3.56,0553574019,9780553574012,eng,434,1495,92,10/3/2000,Spectra Books,2326,2326,2326,573599,40364,US,['1858'],2326,573599,"['fiction', 'fantasy, paranormal', 'poetry']"
40372,Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,3.7,0803261837,9780803261839,eng,179,1235,66,9/1/2001,Bison Books,63,63,63,13559,40372,US,"['10885', '651160', '20561', '3866857']",63,13559,"['fiction', 'fantasy, paranormal', 'romance']"
40376,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,3.82,0345329562,9780345329561,eng,191,2812,61,7/12/1979,Del Rey,64,64,64,13562,40376,US,['10885'],64,13562,"['fantasy, paranormal', 'fiction', 'romance']"
40378,The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,3.83,1400130212,9781400130214,eng,0,5147,157,1/1/2005,Tantor Media,66,66,66,13566,40378,US,"['10885', '2485427']",66,13566,"['fiction', 'fantasy, paranormal', 'romance', 'young-adult', 'children']"
40379,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,3.86,1400130220,9781400130221,eng,6,9350,345,2/1/2001,Tantor Media,65,65,65,13565,40379,US,"['10885', '2485427']",65,13565,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult', 'mystery, thriller, crime']"
40384,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,3.78,0345339304,9780345339300,eng,160,2601,58,1/12/1980,Del Rey,5853,5853,5853,1481643,40384,US,['10885'],5853,1481643,"['fiction', 'fantasy, paranormal', 'romance', 'children']"
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,0345334248,9780345334244,eng,160,3949,80,4/12/1979,Ballantine Books,5854,5854,5854,1481644,40385,US,['10885'],5854,1481644,"['fiction', 'fantasy, paranormal', 'romance', 'young-adult']"
40386,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,3.84,0345345118,9780345345110,eng,239,3169,77,10/12/1984,Del Rey,5851,5851,5851,1481641,40386,US,['10885'],5851,1481641,"['fiction', 'fantasy, paranormal', 'romance', 'young-adult']"
40387,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,3.75,0345339932,9780345339935,eng,160,6313,233,7/12/1986,Del Rey,5852,5852,5852,1481642,40387,US,['10885'],5852,1481642,"['fiction', 'fantasy, paranormal', 'romance', 'young-adult']"
